"valor","tipo","data-expedição","data-envio","fk-func"
"746585537-62","CPF","2010-03-05","2021-01-22","674"
"7793484-4","RG","2011-01-28","2021-02-10","674"
"724261237756","Titulo","2007-09-06","2021-01-30","674"
"367925277-34","CPF","2007-06-16","2021-01-04","675"
"8834622-9","RG","2008-06-04","2021-01-03","675"
"524781386594","Titulo","2017-03-18","2021-02-28","675"
"528352656-39","CPF","2012-03-07","2021-04-23","676"
"5636197-5","RG","2020-11-13","2021-05-01","676"
"625897642371","Titulo","2016-07-13","2021-02-21","676"
"291856336-15","CPF","2020-04-15","2021-04-28","677"
"4917436-2","RG","2008-08-17","2021-02-06","677"
"126773764798","Titulo","2008-01-14","2021-04-13","677"
"558543658-15","CPF","2006-03-01","2021-02-08","678"
"7354642-6","RG","2014-10-20","2021-02-02","678"
"938537258565","Titulo","2009-09-01","2021-03-21","678"
"124425177-27","CPF","2007-10-23","2021-03-27","679"
"3623368-7","RG","2006-12-15","2021-03-12","679"
"797377512963","Titulo","2014-06-03","2021-01-13","679"
"629642635-68","CPF","2011-06-17","2021-01-04","680"
"5324384-5","RG","2020-03-08","2021-01-12","680"
"463675745286","Titulo","2008-10-21","2021-01-12","680"
"873774398-85","CPF","2005-12-28","2021-01-18","681"
"3476157-1","RG","2020-07-14","2021-04-21","681"
"658187343777","Titulo","2006-11-13","2021-01-06","681"
"272364459-65","CPF","2012-04-11","2021-03-10","682"
"7224396-5","RG","2013-04-23","2021-01-09","682"
"845181115257","Titulo","2007-05-02","2021-01-13","682"
"953874849-47","CPF","2010-08-21","2021-02-11","683"
"3195844-7","RG","2006-12-18","2021-04-25","683"
"817542982587","Titulo","2005-09-06","2021-02-14","683"
"486278694-73","CPF","2011-11-08","2021-03-14","684"
"4746546-4","RG","2020-02-02","2021-01-12","684"
"666762878938","Titulo","2013-09-27","2021-01-09","684"
"483546551-25","CPF","2006-02-04","2021-01-05","685"
"8543333-3","RG","2020-01-11","2021-01-24","685"
"381465583625","Titulo","2007-12-04","2021-01-18","685"
"272877745-73","CPF","2005-02-01","2021-04-26","686"
"3552982-8","RG","2008-09-22","2021-04-04","686"
"333763653458","Titulo","2013-09-23","2021-03-04","686"
"222363595-59","CPF","2012-02-25","2021-04-14","687"
"4752521-8","RG","2012-02-20","2021-04-20","687"
"723743287537","Titulo","2018-05-04","2021-04-22","687"
"383598538-68","CPF","2009-09-12","2021-03-30","688"
"6223788-2","RG","2019-05-23","2021-01-09","688"
"519638622862","Titulo","2014-08-03","2021-04-04","688"
"235361766-93","CPF","2010-05-26","2021-01-11","689"
"2824685-1","RG","2009-03-20","2021-04-30","689"
"521487465391","Titulo","2019-03-10","2021-03-04","689"
"438124763-39","CPF","2012-10-26","2021-04-10","690"
"6616835-7","RG","2020-12-15","2021-03-10","690"
"889748366765","Titulo","2006-03-17","2021-02-06","690"
"827868533-82","CPF","2014-01-03","2021-01-21","691"
"2169986-2","RG","2012-02-04","2021-02-24","691"
"348474879476","Titulo","2009-02-02","2021-04-05","691"
"866526315-35","CPF","2019-11-27","2021-03-08","692"
"6689442-3","RG","2007-10-10","2021-01-22","692"
"592783614786","Titulo","2014-07-10","2021-01-31","692"
"491724384-26","CPF","2016-09-28","2021-01-13","693"
"8163184-3","RG","2007-04-28","2021-03-11","693"
"358372735227","Titulo","2020-10-24","2021-03-02","693"
"254544762-57","CPF","2010-06-06","2021-02-26","694"
"8289475-2","RG","2012-10-15","2021-04-16","694"
"648425412943","Titulo","2014-11-12","2021-02-10","694"
"452556385-84","CPF","2020-08-27","2021-02-01","695"
"1841553-6","RG","2015-07-15","2021-02-10","695"
"852515255299","Titulo","2017-11-14","2021-03-10","695"
"944288363-77","CPF","2014-11-03","2021-04-10","696"
"8669565-1","RG","2017-07-03","2021-03-28","696"
"654876452692","Titulo","2011-09-05","2021-04-19","696"
"489597114-71","CPF","2008-06-21","2021-02-04","697"
"1474622-4","RG","2018-03-11","2021-02-22","697"
"223472212544","Titulo","2008-09-21","2021-01-08","697"
"274836769-57","CPF","2011-03-09","2021-03-08","698"
"6435774-4","RG","2016-12-05","2021-02-21","698"
"935437843371","Titulo","2009-09-26","2021-04-24","698"
"586646974-55","CPF","2011-07-21","2021-04-02","699"
"8785151-8","RG","2015-06-27","2021-03-19","699"
"281479394244","Titulo","2010-08-20","2021-01-29","699"
"682696336-98","CPF","2019-01-23","2021-01-05","700"
"6497624-6","RG","2005-02-03","2021-02-12","700"
"261511183367","Titulo","2007-12-31","2021-02-06","700"
"682889228-74","CPF","2009-04-05","2021-01-12","701"
"9778548-7","RG","2015-10-31","2021-03-02","701"
"568434133572","Titulo","2018-12-11","2021-03-25","701"
"155131217-23","CPF","2009-08-11","2021-04-07","702"
"6627186-7","RG","2014-03-19","2021-01-17","702"
"336242954525","Titulo","2017-10-27","2021-04-24","702"
"797578296-32","CPF","2019-03-27","2021-03-02","703"
"3565733-3","RG","2005-11-16","2021-01-29","703"
"883221977494","Titulo","2007-08-16","2021-04-25","703"
"214275575-82","CPF","2019-08-30","2021-02-17","704"
"6175788-4","RG","2013-12-09","2021-03-23","704"
"785474885736","Titulo","2007-03-26","2021-02-03","704"
"212151241-49","CPF","2014-08-05","2021-04-15","705"
"5536756-6","RG","2018-08-08","2021-02-21","705"
"476799375967","Titulo","2009-02-14","2021-04-27","705"
"367546384-77","CPF","2017-10-09","2021-03-18","706"
"1545624-7","RG","2014-11-24","2021-04-05","706"
"827354765383","Titulo","2007-02-17","2021-02-14","706"
"921638629-54","CPF","2005-11-22","2021-03-28","707"
"6398321-7","RG","2012-09-21","2021-04-23","707"
"886836924833","Titulo","2013-07-13","2021-04-09","707"
"933543212-62","CPF","2018-08-14","2021-03-26","708"
"6367389-4","RG","2008-05-30","2021-01-24","708"
"839783165954","Titulo","2019-07-04","2021-04-24","708"
"386256546-35","CPF","2017-04-07","2021-04-08","709"
"7329285-5","RG","2006-01-11","2021-01-20","709"
"556587455239","Titulo","2017-01-21","2021-02-01","709"
"327182622-59","CPF","2019-11-01","2021-01-09","710"
"4764549-8","RG","2013-12-21","2021-01-11","710"
"775528524589","Titulo","2008-08-08","2021-01-01","710"
"577161344-98","CPF","2010-01-19","2021-02-08","711"
"1698863-1","RG","2013-11-25","2021-04-07","711"
"995696474254","Titulo","2016-07-26","2021-02-08","711"
"198857438-73","CPF","2005-11-07","2021-04-20","712"
"8975735-5","RG","2018-05-08","2021-02-10","712"
"921464782188","Titulo","2020-02-17","2021-04-21","712"
"856796664-74","CPF","2018-08-25","2021-04-05","713"
"4872663-4","RG","2016-10-11","2021-03-17","713"
"627315427321","Titulo","2015-10-20","2021-02-26","713"
"699255639-63","CPF","2015-09-20","2021-04-05","714"
"6369811-1","RG","2011-05-15","2021-03-23","714"
"522765664747","Titulo","2020-04-19","2021-04-24","714"
"841346456-25","CPF","2005-11-27","2021-03-18","715"
"9538384-1","RG","2014-06-28","2021-04-26","715"
"332178356894","Titulo","2014-05-28","2021-04-13","715"
"813742286-41","CPF","2016-06-24","2021-04-10","716"
"5827686-7","RG","2007-05-21","2021-04-16","716"
"485499431953","Titulo","2011-07-06","2021-02-22","716"
"487366677-33","CPF","2013-03-12","2021-03-14","717"
"4956817-7","RG","2005-09-02","2021-01-04","717"
"613438849553","Titulo","2011-04-24","2021-01-28","717"
"881364922-55","CPF","2012-01-17","2021-03-11","718"
"8829368-9","RG","2007-07-22","2021-03-05","718"
"628379138327","Titulo","2018-10-10","2021-02-06","718"
"841242781-64","CPF","2005-01-23","2021-01-17","719"
"9957583-3","RG","2005-09-07","2021-05-02","719"
"134783215864","Titulo","2012-12-13","2021-01-27","719"
"558327894-21","CPF","2005-11-06","2021-01-31","720"
"6863463-7","RG","2015-04-26","2021-01-02","720"
"713524793169","Titulo","2015-06-28","2021-02-28","720"
"714859312-13","CPF","2007-05-04","2021-04-11","721"
"8624354-8","RG","2005-06-06","2021-04-27","721"
"765458548523","Titulo","2019-12-07","2021-01-20","721"
"824777635-36","CPF","2016-06-26","2021-03-16","722"
"4148785-9","RG","2016-10-10","2021-04-17","722"
"256466734595","Titulo","2019-12-02","2021-03-29","722"
"443584436-73","CPF","2020-01-22","2021-02-20","723"
"6438515-2","RG","2008-08-12","2021-03-19","723"
"384516392678","Titulo","2009-08-06","2021-01-24","723"
"678276348-43","CPF","2018-07-03","2021-01-15","724"
"5235989-2","RG","2007-09-28","2021-03-02","724"
"857667698287","Titulo","2006-03-29","2021-03-01","724"
"585796722-57","CPF","2007-10-24","2021-01-05","725"
"9747794-5","RG","2007-09-11","2021-03-31","725"
"865343625746","Titulo","2013-03-26","2021-01-27","725"
"521374917-56","CPF","2018-01-28","2021-04-30","726"
"5785485-2","RG","2009-03-19","2021-02-06","726"
"156274672632","Titulo","2007-05-11","2021-04-10","726"
"344534734-43","CPF","2005-01-24","2021-01-30","727"
"6733454-6","RG","2008-08-14","2021-01-20","727"
"884497314358","Titulo","2009-06-09","2021-01-24","727"
"486654658-25","CPF","2009-12-11","2021-03-26","728"
"8723784-4","RG","2013-02-09","2021-02-19","728"
"297388546226","Titulo","2019-11-25","2021-03-28","728"
"538199262-87","CPF","2018-04-04","2021-04-10","729"
"2255576-6","RG","2014-04-29","2021-02-14","729"
"724971828758","Titulo","2019-09-28","2021-04-04","729"
"273465396-82","CPF","2019-03-03","2021-01-01","730"
"4314259-3","RG","2010-05-18","2021-04-04","730"
"445223514872","Titulo","2013-02-08","2021-01-14","730"
"214728865-88","CPF","2010-09-13","2021-03-11","731"
"8471472-5","RG","2010-04-23","2021-02-22","731"
"845557667296","Titulo","2005-01-25","2021-04-07","731"
"467861359-76","CPF","2013-06-25","2021-04-27","732"
"6377822-5","RG","2008-11-26","2021-01-02","732"
"327151774634","Titulo","2020-04-14","2021-03-23","732"
"975227965-76","CPF","2017-01-07","2021-01-09","733"
"8949468-3","RG","2015-11-30","2021-01-02","733"
"547737933927","Titulo","2020-12-17","2021-03-04","733"
"644324766-52","CPF","2020-01-01","2021-04-28","734"
"5435118-4","RG","2011-03-06","2021-02-03","734"
"293992256317","Titulo","2011-06-24","2021-01-06","734"
"684258418-75","CPF","2011-03-28","2021-04-26","735"
"1765187-5","RG","2006-02-17","2021-03-18","735"
"245173221555","Titulo","2019-02-13","2021-03-22","735"
"464975275-53","CPF","2020-06-18","2021-04-24","736"
"7181127-2","RG","2008-05-14","2021-04-20","736"
"845476621823","Titulo","2009-10-09","2021-04-17","736"
"754543645-82","CPF","2007-12-04","2021-04-28","737"
"5365146-3","RG","2013-10-28","2021-02-04","737"
"344259643258","Titulo","2005-06-06","2021-02-24","737"
"133315711-51","CPF","2020-07-20","2021-01-10","738"
"1775659-6","RG","2009-08-08","2021-02-23","738"
"414259365798","Titulo","2015-03-01","2021-01-18","738"
"835186485-52","CPF","2019-12-24","2021-02-24","739"
"3455478-8","RG","2013-07-06","2021-03-13","739"
"695524375386","Titulo","2005-10-30","2021-02-18","739"
"721673646-31","CPF","2014-03-22","2021-03-18","740"
"1114738-5","RG","2015-04-10","2021-03-10","740"
"688423235494","Titulo","2016-03-14","2021-02-12","740"
"729327531-63","CPF","2013-06-24","2021-01-24","741"
"4783444-5","RG","2005-06-22","2021-04-13","741"
"495497428277","Titulo","2007-05-16","2021-01-02","741"
"577776156-69","CPF","2008-05-16","2021-01-11","742"
"2178531-6","RG","2005-11-10","2021-02-07","742"
"835692379158","Titulo","2006-03-28","2021-04-02","742"
"473212528-36","CPF","2006-10-22","2021-02-16","743"
"2418376-3","RG","2012-06-03","2021-04-04","743"
"474364777176","Titulo","2010-11-11","2021-01-14","743"
"625784861-88","CPF","2019-02-23","2021-02-26","744"
"2534324-8","RG","2019-09-13","2021-05-02","744"
"561939722735","Titulo","2020-01-01","2021-01-02","744"
"213866874-45","CPF","2019-09-16","2021-04-21","745"
"3343469-8","RG","2011-05-19","2021-01-24","745"
"486424683812","Titulo","2011-07-25","2021-01-27","745"
"649262273-63","CPF","2013-04-29","2021-02-21","746"
"5385537-3","RG","2013-12-31","2021-01-10","746"
"466788327328","Titulo","2008-12-11","2021-04-23","746"
"697292482-67","CPF","2015-05-04","2021-01-10","747"
"7447335-8","RG","2009-10-09","2021-01-06","747"
"118937293665","Titulo","2020-06-25","2021-03-19","747"
"331853546-35","CPF","2015-06-07","2021-03-30","748"
"2548166-6","RG","2016-04-15","2021-01-28","748"
"813818961695","Titulo","2007-04-10","2021-02-18","748"
"755357343-93","CPF","2006-07-21","2021-03-30","749"
"5644367-6","RG","2016-12-16","2021-02-15","749"
"343821867953","Titulo","2019-02-12","2021-01-27","749"
"277873689-26","CPF","2009-05-31","2021-01-02","750"
"7472732-5","RG","2018-04-13","2021-01-28","750"
"669138975696","Titulo","2007-12-28","2021-02-20","750"
"355847348-12","CPF","2007-04-10","2021-04-28","751"
"8535827-5","RG","2014-12-02","2021-01-26","751"
"797316552732","Titulo","2017-10-02","2021-01-07","751"
"187749778-85","CPF","2020-03-11","2021-04-13","752"
"7678285-7","RG","2016-09-15","2021-04-27","752"
"633828745753","Titulo","2016-12-07","2021-01-23","752"
"428936489-36","CPF","2017-12-28","2021-03-03","753"
"7382268-6","RG","2006-06-08","2021-04-24","753"
"847625188366","Titulo","2008-03-15","2021-04-22","753"
"877784864-26","CPF","2016-01-13","2021-01-31","754"
"6275817-4","RG","2019-04-15","2021-04-12","754"
"314575732757","Titulo","2006-08-19","2021-04-13","754"
"548855241-49","CPF","2020-04-03","2021-01-03","755"
"2333844-5","RG","2005-07-29","2021-02-09","755"
"576823571572","Titulo","2018-02-15","2021-01-09","755"
"423279833-37","CPF","2020-02-04","2021-04-02","756"
"2563112-8","RG","2005-09-25","2021-01-19","756"
"584754537633","Titulo","2020-09-19","2021-02-04","756"
"823238359-31","CPF","2012-03-11","2021-03-19","757"
"6252577-8","RG","2008-10-22","2021-02-14","757"
"566452666276","Titulo","2017-09-22","2021-03-27","757"
"776973264-31","CPF","2015-08-13","2021-01-30","758"
"5342992-1","RG","2008-03-01","2021-04-09","758"
"229368768647","Titulo","2010-02-14","2021-03-10","758"
"628912884-73","CPF","2005-12-01","2021-03-25","759"
"4718778-8","RG","2013-07-16","2021-03-16","759"
"177642238632","Titulo","2016-12-17","2021-03-27","759"
"676677473-23","CPF","2013-01-11","2021-01-09","760"
"7248726-6","RG","2005-11-30","2021-01-28","760"
"647682355929","Titulo","2015-11-28","2021-01-03","760"
"623422426-61","CPF","2011-07-17","2021-04-12","761"
"5644757-9","RG","2006-02-23","2021-02-07","761"
"614255457257","Titulo","2016-03-11","2021-02-05","761"
"559726439-33","CPF","2020-03-26","2021-01-17","762"
"3695576-3","RG","2017-10-10","2021-02-22","762"
"524488289881","Titulo","2019-01-08","2021-04-21","762"
"899735926-33","CPF","2017-04-15","2021-02-04","763"
"2178684-8","RG","2016-03-07","2021-04-30","763"
"352775545442","Titulo","2017-08-08","2021-03-23","763"
"825745487-65","CPF","2007-04-05","2021-04-30","764"
"5418237-4","RG","2019-06-05","2021-02-04","764"
"454942619624","Titulo","2020-08-27","2021-02-28","764"
"824412668-97","CPF","2007-11-09","2021-04-05","765"
"1312586-6","RG","2009-09-16","2021-01-15","765"
"187187618442","Titulo","2007-06-13","2021-03-07","765"
"745257297-16","CPF","2009-03-22","2021-01-05","766"
"3784361-4","RG","2009-09-10","2021-02-25","766"
"234221314938","Titulo","2006-10-08","2021-02-28","766"
"493565416-44","CPF","2007-07-27","2021-02-17","767"
"8818583-3","RG","2012-06-23","2021-02-14","767"
"663454368838","Titulo","2006-11-01","2021-01-15","767"
"389858963-12","CPF","2006-02-15","2021-02-05","768"
"8641835-3","RG","2006-11-21","2021-03-23","768"
"543861287654","Titulo","2018-03-15","2021-03-12","768"
"984577711-82","CPF","2019-08-31","2021-02-05","769"
"1456157-5","RG","2010-10-16","2021-04-01","769"
"673352947312","Titulo","2012-10-23","2021-02-23","769"
"749626895-99","CPF","2017-09-07","2021-03-08","770"
"8535198-2","RG","2008-08-21","2021-02-05","770"
"563277485747","Titulo","2006-07-05","2021-02-11","770"
"369269344-66","CPF","2012-08-08","2021-03-16","771"
"6732784-4","RG","2020-07-08","2021-02-24","771"
"143477948874","Titulo","2019-10-15","2021-03-09","771"
"554656676-72","CPF","2011-07-13","2021-04-25","772"
"1365718-5","RG","2015-05-02","2021-02-12","772"
"525831132464","Titulo","2013-07-06","2021-01-17","772"
"764453332-79","CPF","2011-05-20","2021-02-11","773"
"4626783-4","RG","2009-04-03","2021-02-20","773"
"644863234447","Titulo","2017-12-05","2021-03-08","773"
"287522486-86","CPF","2006-11-01","2021-02-21","774"
"6542922-7","RG","2005-01-03","2021-02-10","774"
"646862233752","Titulo","2008-07-12","2021-01-13","774"
"532257553-67","CPF","2015-08-21","2021-01-18","775"
"5889897-8","RG","2008-02-15","2021-01-22","775"
"143157623545","Titulo","2007-02-23","2021-04-16","775"
"295756237-54","CPF","2020-10-29","2021-02-21","776"
"3153422-3","RG","2020-12-04","2021-04-07","776"
"228668435447","Titulo","2017-02-04","2021-03-09","776"
"552345447-87","CPF","2010-11-16","2021-04-23","777"
"6543672-3","RG","2009-02-01","2021-04-30","777"
"714422778165","Titulo","2012-01-26","2021-02-21","777"
"124328544-56","CPF","2013-04-27","2021-02-21","778"
"2264429-7","RG","2011-01-17","2021-01-05","778"
"847653338823","Titulo","2019-04-27","2021-01-25","778"
"572158929-38","CPF","2008-11-03","2021-02-21","779"
"3463344-7","RG","2005-04-20","2021-03-13","779"
"613944887683","Titulo","2006-08-21","2021-02-16","779"
"397538379-24","CPF","2009-07-25","2021-02-07","780"
"4726379-5","RG","2015-05-01","2021-04-29","780"
"638888454317","Titulo","2005-11-07","2021-03-14","780"
"826963253-45","CPF","2013-06-30","2021-02-23","781"
"6758489-4","RG","2020-12-17","2021-03-23","781"
"573478464867","Titulo","2007-10-15","2021-04-03","781"
"819674438-91","CPF","2006-08-26","2021-01-25","782"
"8758116-3","RG","2005-03-12","2021-03-21","782"
"778659619733","Titulo","2014-08-27","2021-03-30","782"
"877263372-33","CPF","2010-10-19","2021-04-10","783"
"3788532-2","RG","2019-06-29","2021-04-05","783"
"273237318472","Titulo","2005-01-23","2021-01-16","783"
"332518461-34","CPF","2009-11-02","2021-05-02","784"
"8525451-7","RG","2012-03-11","2021-02-22","784"
"724254456655","Titulo","2015-11-03","2021-01-14","784"
"568443856-24","CPF","2008-09-30","2021-04-29","785"
"5728638-6","RG","2006-02-17","2021-03-31","785"
"551672168744","Titulo","2015-04-21","2021-03-16","785"
"337162837-69","CPF","2008-04-02","2021-03-13","786"
"9753896-4","RG","2015-10-17","2021-04-26","786"
"467813436561","Titulo","2010-11-23","2021-03-04","786"
"361661382-69","CPF","2019-06-06","2021-01-25","787"
"3423284-6","RG","2006-06-22","2021-02-02","787"
"785562242767","Titulo","2012-10-02","2021-03-20","787"
"363847566-68","CPF","2006-11-14","2021-01-29","788"
"4153358-1","RG","2017-06-10","2021-01-25","788"
"858832282563","Titulo","2006-09-09","2021-01-26","788"
"179658975-36","CPF","2010-04-22","2021-01-14","789"
"8826282-7","RG","2016-04-25","2021-04-19","789"
"761265421583","Titulo","2018-01-01","2021-01-01","789"
"322956943-33","CPF","2014-03-16","2021-01-05","790"
"2859666-2","RG","2017-06-10","2021-02-14","790"
"476972554756","Titulo","2008-01-17","2021-03-16","790"
"648556553-85","CPF","2012-06-08","2021-01-30","791"
"6688944-3","RG","2012-12-17","2021-02-20","791"
"284551747746","Titulo","2019-08-31","2021-02-01","791"
"516428486-92","CPF","2016-01-25","2021-01-27","792"
"3758143-4","RG","2005-03-31","2021-01-01","792"
"158415377568","Titulo","2016-12-24","2021-04-26","792"
"445427547-65","CPF","2014-01-10","2021-04-28","793"
"7457228-3","RG","2017-06-02","2021-01-07","793"
"582142442134","Titulo","2011-04-15","2021-01-06","793"
"295565883-32","CPF","2016-10-03","2021-01-30","794"
"5666128-2","RG","2018-02-13","2021-04-05","794"
"984867539929","Titulo","2008-03-21","2021-02-02","794"
"561354678-38","CPF","2009-08-21","2021-01-06","795"
"1974481-3","RG","2020-06-15","2021-03-31","795"
"841633643855","Titulo","2020-08-07","2021-02-11","795"
"247682186-45","CPF","2010-06-24","2021-02-21","796"
"4223732-9","RG","2018-09-19","2021-03-08","796"
"211146455845","Titulo","2005-11-07","2021-02-10","796"
"923577722-55","CPF","2008-06-10","2021-04-02","797"
"6692127-7","RG","2013-10-16","2021-03-05","797"
"676884579642","Titulo","2013-03-03","2021-04-15","797"
"836811463-89","CPF","2008-01-06","2021-02-11","798"
"2432944-4","RG","2015-06-26","2021-01-18","798"
"267466733327","Titulo","2014-09-27","2021-02-22","798"
"727672868-24","CPF","2017-11-26","2021-02-08","799"
"2123875-5","RG","2014-01-20","2021-04-05","799"
"384819775323","Titulo","2017-10-13","2021-04-26","799"
"755824333-73","CPF","2005-08-01","2021-03-25","800"
"5714833-8","RG","2010-03-30","2021-01-22","800"
"732325534475","Titulo","2015-03-16","2021-01-23","800"
"642895187-12","CPF","2020-06-18","2021-01-13","801"
"6674938-2","RG","2011-04-24","2021-03-18","801"
"777556662574","Titulo","2005-04-07","2021-01-27","801"
"281947423-68","CPF","2018-03-17","2021-02-19","802"
"4515874-3","RG","2014-04-24","2021-03-06","802"
"623688938962","Titulo","2005-06-18","2021-03-15","802"
"156851426-66","CPF","2011-07-11","2021-03-06","803"
"8649723-3","RG","2012-08-17","2021-01-09","803"
"541676565166","Titulo","2020-05-24","2021-01-18","803"
"816718663-66","CPF","2008-11-02","2021-03-26","804"
"8291783-6","RG","2016-05-01","2021-01-01","804"
"363349376282","Titulo","2014-12-27","2021-04-24","804"
"725558762-78","CPF","2019-05-22","2021-02-07","805"
"6335934-3","RG","2007-10-06","2021-02-01","805"
"467813417446","Titulo","2018-10-25","2021-02-06","805"
"634824764-46","CPF","2019-11-17","2021-01-30","806"
"5457253-8","RG","2020-04-12","2021-02-14","806"
"868355334986","Titulo","2017-03-27","2021-01-04","806"
"366769565-85","CPF","2011-11-11","2021-04-16","807"
"5855482-3","RG","2011-07-22","2021-01-08","807"
"235228672468","Titulo","2006-07-20","2021-03-22","807"
"473724779-63","CPF","2009-09-06","2021-02-21","808"
"8391832-5","RG","2012-01-04","2021-01-17","808"
"779328787988","Titulo","2020-10-26","2021-04-26","808"
"583643472-61","CPF","2019-01-09","2021-02-01","809"
"3322665-2","RG","2015-01-18","2021-01-19","809"
"834945488296","Titulo","2011-11-27","2021-01-05","809"
"695761698-87","CPF","2013-03-19","2021-01-30","810"
"2263579-2","RG","2013-08-11","2021-04-04","810"
"136575778545","Titulo","2016-01-02","2021-04-10","810"
"783434234-37","CPF","2016-07-31","2021-02-01","811"
"8294176-3","RG","2006-12-06","2021-04-14","811"
"833851527353","Titulo","2010-06-07","2021-04-12","811"
"472812272-69","CPF","2015-04-24","2021-03-30","812"
"7424764-5","RG","2014-01-07","2021-03-20","812"
"417481466597","Titulo","2005-04-09","2021-01-24","812"
"559446336-73","CPF","2008-05-13","2021-01-07","813"
"7361724-6","RG","2011-04-21","2021-04-05","813"
"852595778174","Titulo","2008-11-11","2021-04-08","813"
"634266263-63","CPF","2016-09-25","2021-02-10","814"
"2672786-6","RG","2016-01-28","2021-01-16","814"
"229739878624","Titulo","2010-02-20","2021-01-13","814"
"542364563-43","CPF","2016-07-14","2021-04-10","815"
"6632294-8","RG","2016-05-07","2021-03-02","815"
"593251715343","Titulo","2010-09-25","2021-04-10","815"
"786634633-88","CPF","2008-09-09","2021-03-25","816"
"4137355-5","RG","2014-02-21","2021-04-16","816"
"663522997186","Titulo","2007-11-01","2021-02-08","816"
"266823737-58","CPF","2020-12-17","2021-02-27","817"
"3432251-9","RG","2020-08-31","2021-02-23","817"
"535234112785","Titulo","2008-01-09","2021-05-02","817"
"768759833-47","CPF","2007-01-08","2021-01-12","818"
"3455275-5","RG","2016-02-22","2021-04-21","818"
"871526799227","Titulo","2007-07-22","2021-02-09","818"
"912182231-73","CPF","2009-10-07","2021-04-23","819"
"9565867-5","RG","2017-08-23","2021-05-01","819"
"675652643253","Titulo","2013-10-21","2021-01-29","819"
"227334884-88","CPF","2010-12-12","2021-04-18","820"
"8881868-6","RG","2014-03-09","2021-01-29","820"
"146325548262","Titulo","2014-11-20","2021-05-02","820"
"873393464-74","CPF","2018-06-25","2021-04-10","821"
"5864763-8","RG","2012-02-27","2021-02-20","821"
"358466237824","Titulo","2012-06-30","2021-02-23","821"
"483966695-43","CPF","2016-01-08","2021-01-20","822"
"5697479-7","RG","2015-09-29","2021-02-22","822"
"524134553672","Titulo","2018-09-27","2021-01-14","822"
"526762286-36","CPF","2011-12-16","2021-04-12","823"
"4733688-4","RG","2014-03-27","2021-02-10","823"
"828827588523","Titulo","2006-01-10","2021-05-02","823"
"524218546-73","CPF","2006-03-19","2021-04-09","824"
"6617453-5","RG","2015-02-16","2021-01-07","824"
"575338648878","Titulo","2013-01-10","2021-02-19","824"
"813688754-55","CPF","2015-12-13","2021-03-31","825"
"5814465-7","RG","2006-10-02","2021-03-21","825"
"278443885542","Titulo","2006-08-13","2021-02-28","825"
"394141743-54","CPF","2017-06-27","2021-02-10","826"
"1824567-6","RG","2018-02-05","2021-04-22","826"
"195765212382","Titulo","2008-09-05","2021-02-15","826"
"968852221-47","CPF","2019-08-12","2021-02-22","827"
"3999625-5","RG","2008-10-11","2021-02-27","827"
"192984135852","Titulo","2012-09-30","2021-04-06","827"
"599664651-53","CPF","2014-02-18","2021-02-13","828"
"6875526-8","RG","2008-02-21","2021-04-29","828"
"956397797386","Titulo","2012-09-22","2021-03-07","828"
"326673645-33","CPF","2015-06-19","2021-01-28","829"
"7242943-7","RG","2016-01-03","2021-04-05","829"
"488454812878","Titulo","2019-12-22","2021-01-18","829"
"752278859-25","CPF","2017-03-25","2021-04-20","830"
"5165266-4","RG","2012-04-18","2021-03-30","830"
"523259445862","Titulo","2020-05-26","2021-04-18","830"
"765823126-68","CPF","2011-10-28","2021-05-02","831"
"7786355-5","RG","2005-04-08","2021-03-07","831"
"642641536465","Titulo","2016-10-04","2021-04-11","831"
"525736488-57","CPF","2019-02-16","2021-02-22","832"
"4178883-7","RG","2005-08-16","2021-02-23","832"
"426845471712","Titulo","2006-03-08","2021-01-23","832"
"262658644-48","CPF","2011-02-23","2021-04-26","833"
"6646496-4","RG","2007-12-25","2021-01-13","833"
"245864993195","Titulo","2009-07-30","2021-01-16","833"
"842317248-15","CPF","2020-02-02","2021-01-25","834"
"4555321-2","RG","2010-04-09","2021-03-08","834"
"533633218358","Titulo","2015-06-30","2021-02-14","834"
"922716739-85","CPF","2019-02-22","2021-04-15","835"
"9755464-2","RG","2020-10-30","2021-01-22","835"
"956685427417","Titulo","2013-11-01","2021-03-10","835"
"738254988-39","CPF","2015-03-10","2021-01-27","836"
"6155915-2","RG","2010-09-11","2021-01-09","836"
"736753224537","Titulo","2018-07-19","2021-04-22","836"
"538787637-67","CPF","2007-11-08","2021-03-28","837"
"4762945-5","RG","2011-03-03","2021-03-17","837"
"764514424253","Titulo","2008-12-29","2021-04-06","837"
"664939622-46","CPF","2015-08-10","2021-04-12","838"
"9318855-7","RG","2011-03-19","2021-01-05","838"
"719359283489","Titulo","2015-11-02","2021-02-09","838"
"485649857-85","CPF","2006-02-15","2021-01-23","839"
"4855352-6","RG","2009-08-25","2021-03-15","839"
"875981666488","Titulo","2013-05-02","2021-03-07","839"
"468574792-21","CPF","2007-04-08","2021-01-02","840"
"6647652-2","RG","2015-08-26","2021-02-14","840"
"511445135553","Titulo","2005-10-28","2021-01-23","840"
"896448815-42","CPF","2007-07-25","2021-04-15","841"
"7742976-7","RG","2020-01-11","2021-03-04","841"
"273988993933","Titulo","2016-12-31","2021-03-09","841"
"135644964-48","CPF","2010-03-27","2021-03-02","842"
